"","workclass","education","marital_status","occupation","race","sex","native_region","income","age","hours_per_week","investment_status"
"14651","self_emp","graduate_deg","married","office","White","Male","north_america",">50K",37,50,"no_investment"
"14652","government_emp","hs_grad","not_married","office","Black","Female","north_america","<=50K",43,40,"no_investment"
"14653","self_emp","bachelors","married","office","White","Female","north_america",">50K",38,60,"no_investment"
"14654","not_working","associates","never_married","office","White","Female","north_america","<=50K",28,35,"no_investment"
"14655","not_working","hs_grad","never_married","services","White","Male","north_america","<=50K",33,40,"investor"
"14656","not_working","hs_grad","married","office","White","Female","north_america",">50K",32,40,"no_investment"
"14657","not_working","graduate_deg","married","office","White","Male","north_america",">50K",38,45,"no_investment"
"14658","not_working","hs_grad","not_married","office","White","Female","north_america","<=50K",33,40,"no_investment"
"14659","self_emp","bachelors","married","office","White","Male","north_america",">50K",42,60,"no_investment"
"14660","not_working","hs_grad","never_married","labor","White","Male","north_america","<=50K",27,40,"no_investment"
"14661","not_working","hs_grad","not_married","services","White","Male","north_america","<=50K",41,40,"no_investment"
"14662","government_emp","graduate_deg","married","office","White","Male","north_america",">50K",47,60,"no_investment"
"14663","not_working","some_hs","married","office","White","Male","north_america","<=50K",55,45,"no_investment"
"14664","self_emp","hs_grad","never_married","labor","White","Male","north_america","<=50K",30,8,"no_investment"
"14665","not_working","hs_grad","not_married","labor","White","Female","north_america","<=50K",54,50,"no_investment"
"14666","not_working","bachelors","married","office","White","Male","north_america",">50K",40,40,"no_investment"
"14667","not_working","hs_grad","never_married","office","White","Female","north_america","<=50K",21,40,"no_investment"
"14668","not_working","bachelors","not_married","labor","White","Female","north_america","<=50K",34,25,"no_investment"
"14669","not_working","bachelors","married","office","White","Male","north_america",">50K",30,40,"no_investment"
"14670","not_working","hs_grad","never_married","office","White","Female","north_america","<=50K",31,45,"no_investment"
"14671","not_working","hs_grad","never_married","labor","White","Male","north_america","<=50K",22,37,"no_investment"
"14672","not_working","hs_grad","married","services","Black","Male","north_america",">50K",37,40,"no_investment"
"14674","government_emp","graduate_deg","never_married","office","White","Female","north_america","<=50K",52,40,"no_investment"
"14675","private","hs_grad","married","office","White","Male","north_america","<=50K",57,40,"no_investment"
"14676","not_working","hs_grad","not_married","office","White","Female","north_america","<=50K",48,48,"no_investment"
"14677","not_working","hs_grad","married","office","White","Male","north_america",">50K",58,40,"no_investment"
"14678","self_emp","some_hs","married","labor","White","Male","north_america","<=50K",35,50,"no_investment"
"14679","not_working","hs_grad","never_married","office","White","Female","north_america","<=50K",40,45,"no_investment"
"14680","not_working","hs_grad","not_married","office","White","Female","north_america","<=50K",30,25,"no_investment"
"14681","self_emp","hs_grad","married","office","White","Male","asia_and_pacific","<=50K",26,40,"no_investment"
"14682","self_emp","hs_grad","married","office","White","Male","north_america","<=50K",46,60,"no_investment"
"14683","government_emp","hs_grad","married","office","Black","Male","north_america","<=50K",26,40,"no_investment"
"14684","government_emp","bachelors","not_married","office","Black","Female","north_america","<=50K",50,40,"no_investment"
"14685","not_working","hs_grad","married","labor","White","Male","north_america",">50K",22,50,"no_investment"
"14686","not_working","graduate_deg","not_married","office","Asian-Pac-Islander","Female","asia_and_pacific","<=50K",36,40,"no_investment"
"14687","not_working","hs_grad","married","office","White","Male","north_america",">50K",30,52,"no_investment"
"14688","not_working","associates","married","office","White","Male","north_america",">50K",58,50,"no_investment"
"14690","not_working","associates","not_married","services","White","Female","north_america","<=50K",72,25,"investor"
"14691","not_working","hs_grad","never_married","office","White","Female","north_america","<=50K",19,40,"no_investment"
"14692","not_working","no_hs","married","services","White","Female","south_america","<=50K",29,40,"no_investment"
"14694","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",30,40,"no_investment"
"14695","self_emp","hs_grad","not_married","services","White","Female","north_america","<=50K",47,45,"no_investment"
"14696","not_working","hs_grad","married","office","White","Male","north_america",">50K",51,45,"no_investment"
"14697","not_working","some_hs","married","services","White","Male","north_america","<=50K",26,40,"no_investment"
"14698","not_working","hs_grad","never_married","office","White","Male","north_america","<=50K",24,42,"no_investment"
"14699","not_working","graduate_deg","not_married","office","White","Male","asia_and_pacific","<=50K",44,24,"no_investment"
"14700","not_working","hs_grad","married","office","White","Male","north_america",">50K",43,50,"no_investment"
"14701","not_working","bachelors","never_married","office","White","Male","north_america","<=50K",35,50,"no_investment"
"14702","not_working","hs_grad","married","office","White","Male","north_america",">50K",51,50,"investor"
"14703","not_working","hs_grad","married","office","White","Male","north_america",">50K",41,40,"no_investment"
"14704","not_working","hs_grad","not_married","office","Other","Female","north_america","<=50K",38,40,"no_investment"
"14705","self_emp","hs_grad","married","office","Asian-Pac-Islander","Female","north_america","<=50K",39,20,"investor"
"14706","not_working","some_hs","not_married","office","White","Female","europe","<=50K",54,43,"no_investment"
"14707","not_working","hs_grad","never_married","labor","White","Male","north_america","<=50K",62,40,"no_investment"
"14708","not_working","graduate_deg","married","office","White","Male","north_america","<=50K",45,60,"no_investment"
"14709","not_working","hs_grad","never_married","office","Black","Female","south_america","<=50K",30,35,"no_investment"
"14710","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",32,40,"no_investment"
"14711","self_emp","hs_grad","not_married","services","White","Female","north_america","<=50K",23,40,"no_investment"
"14712","government_emp","associates","not_married","office","White","Female","north_america","<=50K",84,14,"no_investment"
"14713","not_working","bachelors","never_married","office","White","Male","north_america","<=50K",46,60,"no_investment"
"14714","government_emp","graduate_deg","not_married","office","White","Female","north_america","<=50K",67,40,"investor"
"14715","not_working","bachelors","married","office","White","Male","north_america",">50K",29,40,"no_investment"
"14716","not_working","associates","never_married","office","White","Male","north_america",">50K",33,55,"no_investment"
"14717","not_working","hs_grad","married","office","White","Male","north_america","<=50K",23,42,"no_investment"
"14720","self_emp","graduate_deg","not_married","office","White","Female","north_america","<=50K",42,40,"no_investment"
"14721","not_working","some_hs","never_married","services","Amer-Indian-Eskimo","Female","north_america","<=50K",17,20,"no_investment"
"14722","not_working","no_hs","married","labor","White","Male","north_america","<=50K",60,40,"no_investment"
"14723","not_working","some_hs","not_married","labor","White","Male","north_america","<=50K",31,40,"no_investment"
"14724","not_working","no_hs","never_married","office","White","Male","europe","<=50K",28,40,"no_investment"
"14725","not_working","some_hs","married","services","Black","Male","north_america","<=50K",31,48,"no_investment"
"14727","not_working","bachelors","never_married","office","White","Male","north_america",">50K",31,50,"investor"
"14728","not_working","hs_grad","not_married","services","Black","Female","north_america","<=50K",61,40,"no_investment"
"14729","self_emp","graduate_deg","married","office","White","Male","north_america",">50K",43,50,"no_investment"
"14730","self_emp","hs_grad","never_married","office","Black","Female","north_america","<=50K",40,49,"no_investment"
